year,preset_demand
2010,10738.697564722237
2011,9775.34829000243
2012,9729.792890293102
2013,10456.90261291962
2014,9326.917471820338
2015,9114.319419254605
2016,8863.18630319714
2017,8689.08797744629
2018,8673.551965311144
2019,8563.629640102907
2020,8449.782931124893
2021,8264.321548560276
2022,7511.242000493259
2023,6616.618579142123
2024,5955.0556684541225
2025,5376.502022463678
2026,4839.078470258462
2027,4367.933917192645
2028,3973.4089200572025
2029,3593.1040778621345
2030,3279.36032552645
2031,3013.2899575813817
2032,2792.1471273910415
2033,2602.6283723735487
2034,2395.0001678895137
2035,2204.629511597273
2036,1988.7489815414904
2037,1797.0369347570202
2038,1605.3248879725456
2039,1413.6128411880713
2040,1221.900794403597
2041,1030.1887476191225
2042,838.4767008346482
2043,646.7646540501778
2044,455.0526072657035
2045,263.34056048122824
2046,71.62851369675427
2047,0.0
2048,0.0
2049,0.0
2050,0.0
