key,share
industry_final_demand_for_other_minerals_steam_hot_water,3.06520457838996E-02
industry_final_demand_for_other_transport_equipment_steam_hot_water,5.81285172307232E-02
industry_final_demand_for_other_machinery_steam_hot_water,7.32321566113107E-02
industry_final_demand_for_other_mining_steam_hot_water,6.21485268591961E-02
industry_final_demand_for_other_food_steam_hot_water,4.72226165586185E-02
industry_final_demand_for_other_paper_steam_hot_water,5.84390987980404E-02
industry_final_demand_for_other_wood_products_steam_hot_water,4.91545316583256E-02
industry_final_demand_for_other_construction_steam_hot_water,1.46377670296117E-02
industry_final_demand_for_other_textile_steam_hot_water,1.26611974985521E-02
industry_final_demand_for_other_non_specified_steam_hot_water,5.93723541971722E-01
