year,preset_demand
2010,8574.232961569138
2011,7805.053919602149
2012,7768.680550540304
2013,8349.235884448057
2014,7447.00767804755
2015,7277.260348924247
2016,7076.744985821443
2017,6937.737476371618
2018,6925.332863378501
2019,6837.566202819123
2020,6746.66614731405
2021,6598.5858899178775
2022,5997.295142617943
2023,5282.989745589186
2024,4754.769774704906
2025,4292.82793198242
2026,3863.7261058187623
2027,3487.5442520871193
2028,3172.5387112183294
2029,2868.887146981578
2030,2618.380788407861
2031,2405.9388879649327
2032,2229.3690448899506
2033,2078.049208726135
2034,1912.270017729384
2035,1760.2699873477948
2036,1587.9017885593244
2037,1434.830734945775
2038,1281.7596813322223
2039,1128.6886277186695
2040,975.6175741051169
2041,822.5465204915643
2042,669.4754668780116
2043,516.4044132644622
2044,363.3333596509095
2045,210.26230603735615
2046,57.191252423803824
2047,0.0
2048,0.0
2049,0.0
2050,0.0
