year,preset_demand
2010,1385.593247411295
2011,1261.2941653386863
2012,1255.416240772887
2013,1349.233793201971
2014,1203.4340095926666
2015,1176.0028966227308
2016,1143.5996794063626
2017,1121.1361112602165
2018,1119.1315298501884
2019,1104.9484661564466
2020,1090.2590468624214
2021,1066.329325610071
2022,969.1609371461765
2023,853.7294181813171
2024,768.3692433312152
2025,693.719592354637
2026,624.3768773328829
2027,563.5860125796772
2028,512.6812200132456
2029,463.6112263638869
2030,423.1294805996788
2031,388.79893884273145
2032,360.26530984550925
2033,335.81207372191363
2034,309.02221057777433
2035,284.45905529064544
2036,256.604410638438
2037,231.8681783466749
2038,207.13194605491123
2039,182.39571376314754
2040,157.6594814713839
2041,132.92324917962026
2042,108.18701688785659
2043,83.45078459609346
2044,58.71455230432979
2045,33.97832001256602
2046,9.242087720802413
2047,0.0
2048,0.0
2049,0.0
2050,0.0
