key,demand
energy_steel_blastfurnace_current_transformation_cokes,9.17257600000000E+04
energy_steel_blastfurnace_bat_transformation_cokes,0.00000000000000E+00
energy_steel_hisarna_transformation_coal,0.00000000000000E+00
energy_cokesoven_consumption_coal_gas,7.39947645436146E+03
