year,preset_demand
2010,10405.245452403307
2011,9471.809567889359
2012,9427.668729319223
2013,10132.200641979853
2014,9037.303176077456
2015,8831.306600951206
2016,8587.971531865256
2017,8419.27921127685
2018,8404.22561481942
2019,8297.716537010207
2020,8187.404933230982
2021,8007.7023952000745
2022,7278.007057791162
2023,6411.16298936263
2024,5770.142565197899
2025,5209.553847838939
2026,4688.818075284161
2027,4232.303242953142
2028,3850.028818372197
2029,3481.532992325573
2030,3177.5314378972853
2031,2919.722940228573
2032,2705.446915198423
2033,2521.8129920056235
2034,2320.6319439802664
2035,2136.1725722811148
2036,1926.995445344917
2037,1741.2363352710654
2038,1555.4772251972097
2039,1369.7181151233542
2040,1183.9590050494987
2041,998.1998949756432
2042,812.4407849017878
2043,626.6816748279361
2044,440.92256475408067
2045,255.16345468022436
2046,69.40434460636924
2047,0.0
2048,0.0
2049,0.0
2050,0.0
