year,preset_demand
2010,17615.928695497238
2011,16035.6353656923
2012,15960.905570189843
2013,17153.667816299603
2014,15300.022385594038
2015,14951.273190244447
2016,14539.31046954362
2017,14253.716832703753
2018,14228.23131359535
2019,14047.912999270826
2020,13861.157063973604
2021,13556.92328968804
2022,12321.559732717527
2023,10854.00537569611
2024,9768.767152715494
2025,8819.698635526907
2026,7938.100572273062
2027,7165.2276235698055
2028,6518.042601713854
2029,5894.184546089962
2030,5379.514351078644
2031,4943.048327014181
2032,4580.282143808588
2033,4269.392591819057
2034,3928.796013572886
2035,3616.508989308797
2036,3262.3751661623237
2037,2947.887703798408
2038,2633.400241434485
2039,2318.9127790705625
2040,2004.4253167066402
2041,1689.9378543427176
2042,1375.450391978795
2043,1060.9629296148792
2044,746.4754672509565
2045,431.98800488703256
2046,117.50054252311068
2047,0.0
2048,0.0
2049,0.0
2050,0.0
