year,max_demand
2010,15.901195684685904
2011,16.140304010885078
2012,16.379412337084254
2013,16.61852066328343
2014,16.857628989482606
2015,17.096737315681782
2016,17.51591487519145
2017,17.93509243470111
2018,18.35426999421078
2019,18.773447553720445
2020,19.19262511323011
2021,19.129650080815512
2022,19.066675048400914
2023,19.00370001598632
2024,18.94072498357172
2025,18.877749951157124
2026,19.015507834564055
2027,19.15326571797099
2028,19.29102360137792
2029,19.428781484784853
2030,19.566539368191783
2031,19.730864843398624
2032,19.895190318605465
2033,20.059515793812306
2034,20.223841269019147
2035,20.388166744225988
2036,20.479677338203448
2037,20.571187932180912
2038,20.662698526158373
2039,20.754209120135837
2040,20.845719714113297
2041,21.053340524105174
2042,21.26096133409705
2043,21.468582144088927
2044,21.676202954080804
2045,21.88382376407268
2046,22.222314563301143
2047,22.560805362529603
2048,22.899296161758066
2049,23.237786960986533
2050,23.576277760214992
