year,preset_demand
2010,541.9908940000242
2011,493.3698641690973
2012,491.07064569626317
2013,527.7684711287508
2014,470.7371921361214
2015,460.0071936536894
2016,447.3322988384989
2017,438.5454132176958
2018,437.76129791362166
2019,432.2134277970545
2020,426.467490805528
2021,417.10710236616166
2022,379.09855849480493
2023,333.94617898052024
2024,300.55655503031625
2025,271.35647690841733
2026,244.23226843147367
2027,220.4532155267475
2028,200.54121459609027
2029,181.34691657516686
2030,165.51201147699558
2031,152.0832212796442
2032,140.9219608461348
2033,131.35679348364755
2034,120.8776273194375
2035,111.26946379929541
2036,100.37379597953044
2037,90.69793137853522
2038,81.02206677753978
2039,71.34620217654434
2040,61.67033757554891
2041,51.99447297455348
2042,42.31860837355805
2043,32.64274377256282
2044,22.966879171567385
2045,13.291014570571912
2046,3.6151499695764997
2047,0.0
2048,0.0
2049,0.0
2050,0.0
