year,preset_demand
2010,31665.00447076449
2011,28824.393781520313
2012,28690.065393299177
2013,30834.080761917165
2014,27502.11388891847
2015,26875.22983297068
2016,26134.718128009343
2017,25621.35752445128
2018,25575.546764743016
2019,25251.420780360128
2020,24915.72303609985
2021,24368.85639117682
2022,22148.26426511482
2023,19510.30426428607
2024,17559.565601764723
2025,15853.594865886347
2026,14268.903698199809
2027,12879.648223847382
2028,11716.319456757246
2029,10594.921404918949
2030,9669.790842249933
2031,8885.233931158968
2032,8233.154043030025
2033,7674.323496890339
2034,7062.093942643289
2035,6500.751410528493
2036,5864.188372211456
2037,5298.890506064997
2038,4733.592639918525
2039,4168.294773772052
2040,3602.996907625581
2041,3037.6990414791094
2042,2472.4011753326376
2043,1907.103309186178
2044,1341.8054430397065
2045,776.5075768932322
2046,211.20971074676183
2047,0.0
2048,0.0
2049,0.0
2050,0.0
