year,preset_demand
2010,6436.710449337925
2011,5859.284713527897
2012,5831.9790821358665
2013,6267.804257510974
2014,5590.497990016842
2015,5463.068001583777
2016,5312.540328878647
2017,5208.186844127005
2018,5198.874652304056
2019,5132.987874599493
2020,5064.748844969976
2021,4953.584412606785
2022,4502.1930807426925
2023,3965.961206278664
2024,3569.4243940204633
2025,3222.6428335747228
2026,2900.5144028827563
2027,2618.113203892864
2028,2381.6373038797137
2029,2153.6848788358743
2030,1965.6287689675987
2031,1806.1477977148706
2032,1673.5961211914112
2033,1559.9997242899806
2034,1435.5486327749336
2035,1321.4416113956347
2036,1192.0441257840166
2037,1077.1330830468262
2038,962.222040309633
2039,847.31099757244
2040,732.3999548352471
2041,617.488912098054
2042,502.5778693608611
2043,387.6668266236705
2044,272.7557838864775
2045,157.84474114928398
2046,42.93369841209121
2047,0.0
2048,0.0
2049,0.0
2050,0.0
