key,demand,full_load_hours
energy_heater_for_heat_network_geothermal,2.83329616806111E+03,3.67200000000000E+03
energy_heater_for_heat_network_wood_pellets,2.04354454800189E+05,2.19000000000000E+03
energy_heater_for_heat_network_coal,2.81470563022989E+05,2.19000000000000E+03
energy_heater_for_heat_network_lignite,7.38059772263481E+03,2.19000000000000E+03
energy_heater_for_heat_network_crude_oil,5.23297233085987E+04,2.19000000000000E+03
energy_heater_for_heat_network_network_gas,4.99346991017653E+05,2.19000000000000E+03
energy_heater_for_heat_network_waste_mix,8.18866191824614E+04,2.19000000000000E+03
energy_power_supercritical_coal,2.68654470000000E+06,6.80000000000000E+03
energy_power_ultra_supercritical_coal,6.45484695652174E+05,7.70000000000000E+03
energy_power_ultra_supercritical_ccs_coal,0.00000000000000E+00,6.00000000000000E+03
energy_power_ultra_supercritical_cofiring_coal,4.89737142857143E+05,7.70000000000000E+03
energy_power_combined_cycle_coal,3.27729536423841E+04,4.60000000000000E+03
energy_power_combined_cycle_ccs_coal,0.00000000000000E+00,4.50000000000000E+03
energy_power_ultra_supercritical_lignite,2.27185200000000E+06,6.32900000000000E+03
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.00000000000000E+00,5.97200000000000E+03
energy_power_turbine_network_gas,4.40720470588235E+04,5.00000000000000E+02
energy_power_combined_cycle_network_gas,1.74819120000000E+06,4.20000000000000E+03
energy_power_combined_cycle_ccs_network_gas,0.00000000000000E+00,3.50000000000000E+03
energy_power_ultra_supercritical_network_gas,1.08637596000000E+06,7.00000000000000E+02
energy_power_ultra_supercritical_crude_oil,2.45736000000000E+05,3.50400000000000E+03
energy_power_engine_diesel,7.53821052631579E+04,3.50400000000000E+03
energy_power_supercritical_waste_mix,2.78899200000000E+05,3.80000000000000E+03
energy_power_nuclear_gen2_uranium_oxide,1.00756012500000E+07,5.25600000000000E+03
energy_power_nuclear_gen3_uranium_oxide,0.00000000000000E+00,7.84300000000000E+03
energy_power_hydro_river,1.12677061224490E+06,2.50000000000000E+03
energy_power_hydro_mountain,0.00000000000000E+00,3.94200000000000E+03
energy_power_geothermal,8.47296000000000E+04,8.25000000000000E+03
energy_power_solar_pv_solar_radiation,9.66150000000000E+05,1.05000000000000E+03
energy_power_solar_csp_solar_radiation,0.00000000000000E+00,5.00000000000000E+02
energy_power_wind_turbine_coastal,8.90266713402062E+04,2.40000000000000E+03
energy_power_wind_turbine_offshore,1.07629259381443E+05,3.30000000000000E+03
energy_power_wind_turbine_inland,4.67722213608247E+05,1.70000000000000E+03
buildings_solar_pv_solar_radiation,3.57792687443407E+04,1.05000000000000E+03
households_solar_pv_solar_radiation,1.00982312556593E+04,1.05000000000000E+03
agriculture_chp_engine_network_gas,1.11308248389046E+05,3.60000000000000E+03
agriculture_chp_engine_biogas,1.36488000000000E+04,8.00000000000000E+03
agriculture_chp_supercritical_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
households_collective_chp_network_gas,1.29079165892675E+03,4.00000000000000E+03
households_collective_chp_biogas,1.19680000000000E+03,8.00000000000000E+03
households_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
buildings_collective_chp_network_gas,3.16951273668359E+04,4.00000000000000E+03
buildings_chp_engine_biogas,2.78278000000000E+04,8.00000000000000E+03
buildings_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
industry_chp_turbine_gas_power_fuelmix,3.79928065271117E+05,6.00000000000000E+03
industry_chp_engine_gas_power_fuelmix,1.32209400002770E+04,6.00000000000000E+03
industry_chp_combined_cycle_gas_power_fuelmix,9.42683768391841E+05,6.00000000000000E+03
industry_chp_ultra_supercritical_coal,4.40904000000000E+05,7.00000000000000E+03
energy_chp_combined_cycle_network_gas,1.59053860465116E+06,4.50000000000000E+03
energy_chp_ultra_supercritical_cofiring_coal,4.67591351351351E+05,4.50000000000000E+03
energy_chp_ultra_supercritical_coal,9.79371000000000E+05,4.50000000000000E+03
energy_chp_ultra_supercritical_lignite,1.00840645161290E+06,7.00000000000000E+03
energy_chp_supercritical_waste_mix,2.51786666666667E+05,6.00000000000000E+03
