year,max_demand
2010,6791.1801493979565
2011,6893.29999941675
2012,6995.419849435544
2013,7097.539699454337
2014,7199.659549473131
2015,7301.779399491924
2016,7480.804321747093
2017,7659.829244002262
2018,7838.854166257432
2019,8017.8790885126
2020,8196.90401076777
2021,8170.008247799856
2022,8143.112484831943
2023,8116.216721864031
2024,8089.320958896118
2025,8062.4251959282055
2026,8121.259677420515
2027,8180.094158912824
2028,8238.928640405133
2029,8297.763121897442
2030,8356.597603389751
2031,8426.778734884148
2032,8496.959866378545
2033,8567.140997872943
2034,8637.32212936734
2035,8707.503260861737
2036,8746.586166424484
2037,8785.669071987233
2038,8824.75197754998
2039,8863.83488311273
2040,8902.917788675477
2041,8991.589757210315
2042,9080.261725745151
2043,9168.93369427999
2044,9257.605662814825
2045,9346.277631349663
2046,9490.842357302194
2047,9635.407083254724
2048,9779.971809207254
2049,9924.536535159787
2050,10069.101261112317
