year,max_demand
2010,153.3091922631055
2011,155.61452232003217
2012,157.9198523769588
2013,160.22518243388546
2014,162.53051249081213
2015,164.83584254773876
2016,168.8772853635855
2017,172.91872817943218
2018,176.96017099527893
2019,181.00161381112562
2020,185.04305662697237
2021,184.43589150909867
2022,183.82872639122496
2023,183.22156127335128
2024,182.6143961554776
2025,182.00723103760393
2026,183.3354047329526
2027,184.6635784283013
2028,185.99175212365
2029,187.31992581899868
2030,188.64809951434736
2031,190.23242099379902
2032,191.81674247325066
2033,193.40106395270232
2034,194.98538543215395
2035,196.5697069116056
2036,197.45199372351578
2037,198.334280535426
2038,199.21656734733617
2039,200.09885415924637
2040,200.9811409711566
2041,202.9828884691464
2042,204.9846359671362
2043,206.986383465126
2044,208.9881309631158
2045,210.9898784611056
2046,214.25339096967667
2047,217.5169034782477
2048,220.78041598681878
2049,224.04392849538985
2050,227.3074410039609
