year,max_demand
2.01000000000000E+03,2.65880704536462E+05
2.01100000000000E+03,2.80738255156022E+05
2.01200000000000E+03,2.95595805775582E+05
2.01300000000000E+03,3.10453356395142E+05
2.01400000000000E+03,3.25310907014702E+05
2.01500000000000E+03,3.40168457634262E+05
2.01600000000000E+03,3.56028637836011E+05
2.01700000000000E+03,3.71888818037760E+05
2.01800000000000E+03,3.87748998239508E+05
2.01900000000000E+03,4.03609178441257E+05
2.02000000000000E+03,4.19469358643006E+05
2.02100000000000E+03,4.27583863621898E+05
2.02200000000000E+03,4.35698368600789E+05
2.02300000000000E+03,4.43812873579681E+05
2.02400000000000E+03,4.51927378558572E+05
2.02500000000000E+03,4.60041883537464E+05
2.02600000000000E+03,4.67170059075256E+05
2.02700000000000E+03,4.74298234613048E+05
2.02800000000000E+03,4.81426410150841E+05
2.02900000000000E+03,4.88554585688633E+05
2.03000000000000E+03,4.95682761226425E+05
2.03100000000000E+03,4.99323730689894E+05
2.03200000000000E+03,5.02964700153363E+05
2.03300000000000E+03,5.06605669616832E+05
2.03400000000000E+03,5.10246639080301E+05
2.03500000000000E+03,5.13887608543770E+05
2.03600000000000E+03,5.18256945405470E+05
2.03700000000000E+03,5.22626282267169E+05
2.03800000000000E+03,5.26995619128869E+05
2.03900000000000E+03,5.31364955990568E+05
2.04000000000000E+03,5.35734292852268E+05
2.04100000000000E+03,5.39719071079011E+05
2.04200000000000E+03,5.43703849305754E+05
2.04300000000000E+03,5.47688627532497E+05
2.04400000000000E+03,5.51673405759240E+05
2.04500000000000E+03,5.55658183985982E+05
2.04600000000000E+03,5.56935221479005E+05
2.04700000000000E+03,5.58212258972028E+05
2.04800000000000E+03,5.59489296465050E+05
2.04900000000000E+03,5.60766333958073E+05
2.05000000000000E+03,5.62043371451095E+05
