year,max_demand
2010,1.3154273802416563
2011,1.3352076310707852
2012,1.3549878818999141
2013,1.374768132729043
2014,1.394548383558172
2015,1.4143286343873007
2016,1.4490051234951562
2017,1.4836816126030117
2018,1.5183581017108676
2019,1.5530345908187229
2020,1.5877110799265786
2021,1.5825014665394828
2022,1.577291853152387
2023,1.5720822397652916
2024,1.5668726263781958
2025,1.5616630129911002
2026,1.573059042275372
2027,1.5844550715596437
2028,1.5958511008439156
2029,1.6072471301281872
2030,1.618643159412459
2031,1.632236994344412
2032,1.6458308292763646
2033,1.6594246642083175
2034,1.6730184991402701
2035,1.686612334072223
2036,1.694182553525346
2037,1.7017527729784696
2038,1.709322992431593
2039,1.7168932118847164
2040,1.7244634313378397
2041,1.7416388754734209
2042,1.7588143196090018
2043,1.775989763744583
2044,1.7931652078801639
2045,1.8103406520157448
2046,1.8383423239713843
2047,1.8663439959270232
2048,1.8943456678826627
2049,1.922347339838302
2050,1.9503490117939408
