key,demand,input_of_electricity,input_of_network_gas,input_of_coal,input_of_crude_oil,input_of_wood_pellets,input_of_steam_hot_water,input_of_coal_gas,input_of_useable_heat,input_of_hydrogen,input_of_diesel,input_of_biodiesel,input_of_gasoline,input_of_bio_ethanol,output_of_useable_heat
agriculture_useful_demand_electricity,2829620170.5835443,2829620170.5835443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_useful_demand_useable_heat,23516519144.619713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23516519144.619713,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_burner_wood_pellets,485920000.0,0.0,0.0,0.0,0.0,485920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369699958.76288646
agriculture_final_demand_wood_pellets,485920000.0,0.0,0.0,0.0,0.0,485920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_final_demand_steam_hot_water,7891357920.32502,0.0,0.0,0.0,0.0,0.0,7891357920.32502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7891357920.32502
agriculture_geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_heatpump_water_water_ts_electricity,94066076.57847854,4089829.4164555874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94066076.57847854
agriculture_burner_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_burner_network_gas,1935627644.0833097,0.0,1935627644.0833097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742064879.6749787
agriculture_final_demand_network_gas,1935627644.0833097,0.0,1935627644.0833097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_final_demand_electricity,2833710000.0,2833710000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_final_demand_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agriculture_burner_crude_oil,17015360000.000002,0.0,0.0,0.0,17015360000.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13419330309.27835
agriculture_final_demand_crude_oil,17015360000.000002,0.0,0.0,0.0,17015360000.000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buildings_useful_demand_cooling,15334959703.456888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
