year,preset_demand
2010,6077.365937951208
2011,5532.176352971627
2012,5506.395122723302
2013,5917.889331849756
2014,5278.39528096339
2015,5158.079371575811
2016,5015.955260507351
2017,4917.427554666338
2018,4908.635237870687
2019,4846.42674461397
2020,4781.997319432676
2021,4677.038903161951
2022,4250.8475548717015
2023,3744.5520869674992
2024,3370.1528756110797
2025,3042.731212022144
2026,2738.5863591906173
2027,2471.9508718425286
2028,2248.6767955580967
2029,2033.4503511904927
2030,1855.8929162969246
2031,1705.3153456463137
2032,1580.1636784612751
2033,1472.909067796949
2034,1355.4057513952937
2035,1247.66902306647
2036,1125.4954566613712
2037,1016.9995933594436
2038,908.5037300575134
2039,800.0078667555833
2040,691.5120034536533
2041,583.0161401517232
2042,474.5202768497932
2043,366.02441354786544
2044,257.5285502459354
2045,149.03268694400487
2046,40.53682364207503
2047,0.0
2048,0.0
2049,0.0
2050,0.0
