year,max_demand
2010,28.29716429143375
2011,28.7226723930933
2012,29.148180494752857
2013,29.573688596412413
2014,29.99919669807197
2015,30.42470479973152
2016,31.1706572742458
2017,31.91660974876008
2018,32.662562223274364
2019,33.40851469778865
2020,34.15446717230293
2021,34.042399194911106
2022,33.93033121751929
2023,33.81826324012748
2024,33.706195262735655
2025,33.594127285343845
2026,33.83927598588844
2027,34.08442468643304
2028,34.32957338697764
2029,34.57472208752224
2030,34.81987078806684
2031,35.11229816657361
2032,35.40472554508038
2033,35.697152923587154
2034,35.98958030209393
2035,36.2820076806007
2036,36.44485646024818
2037,36.607705239895665
2038,36.77055401954315
2039,36.93340279919063
2040,37.09625157883812
2041,37.465725691801765
2042,37.83519980476541
2043,38.20467391772905
2044,38.5741480306927
2045,38.94362214365635
2046,39.54598752213737
2047,40.14835290061838
2048,40.750718279099395
2049,41.35308365758041
2050,41.955449036061424
