key,share
industry_final_demand_for_metal_steam_hot_water,1.30941758291617E-02
industry_final_demand_for_chemical_steam_hot_water,5.30101140996955E-01
industry_final_demand_for_other_steam_hot_water,4.56804683173884E-01
