year,max_demand
2010,48.50831909844085
2011,49.23774493636913
2012,49.96717077429742
2013,50.69659661222571
2014,51.426022450154
2015,52.15544828808228
2016,53.43419481877138
2017,54.71294134946048
2018,55.991687880149584
2019,57.270434410838675
2020,58.54918094152777
2021,58.35706878668246
2022,58.16495663183714
2023,57.97284447699184
2024,57.78073232214653
2025,57.58862016730122
2026,58.00886550602534
2027,58.42911084474945
2028,58.849356183473574
2029,59.26960152219769
2030,59.689846860921804
2031,60.19113951497128
2032,60.69243216902077
2033,61.19372482307025
2034,61.695017477119734
2035,62.19631013116921
2036,62.4754731061788
2037,62.754636081188394
2038,63.03379905619798
2039,63.312962031207576
2040,63.59212500621717
2041,64.2254947667228
2042,64.85886452722843
2043,65.49223428773406
2044,66.1256040482397
2045,66.75897380874532
2046,67.79157664103887
2047,68.8241794733324
2048,69.85678230562596
2049,70.8893851379195
2050,71.92198797021304
