year,max_demand
2010,27.19839553852601
2011,27.60738131302241
2012,28.016367087518812
2013,28.425352862015213
2014,28.834338636511614
2015,29.24332441100801
2016,29.960311818149847
2017,30.677299225291684
2018,31.394286632433523
2019,32.111274039575356
2020,32.8282614467172
2021,32.72054502874283
2022,32.61282861076847
2023,32.505112192794115
2024,32.39739577481975
2025,32.2896793568454
2026,32.52530902116431
2027,32.76093868548322
2028,32.99656834980213
2029,33.232198014121046
2030,33.46782767843996
2031,33.748900206591806
2032,34.02997273474366
2033,34.311045262895504
2034,34.59211779104735
2035,34.873190319199196
2036,35.02971573906819
2037,35.18624115893718
2038,35.34276657880617
2039,35.49929199867516
2040,35.65581741854416
2041,36.010944984053374
2042,36.366072549562595
2043,36.72120011507182
2044,37.07632768058103
2045,37.43145524609025
2046,38.01043099270244
2047,38.589406739314626
2048,39.16838248592681
2049,39.74735823253901
2050,40.32633397915119
