year,max_demand
2010,3.8456906351770774
2011,3.903518780248119
2012,3.9613469253191607
2013,4.019175070390202
2014,4.077003215461244
2015,4.134831360532285
2016,4.236209096335839
2017,4.337586832139393
2018,4.438964567942948
2019,4.540342303746502
2020,4.641720039550056
2021,4.626489581588959
2022,4.61125912362786
2023,4.596028665666764
2024,4.580798207705667
2025,4.565567749744569
2026,4.598884376534469
2027,4.63220100332437
2028,4.6655176301142705
2029,4.6988342569041714
2030,4.7321508836940716
2031,4.77189285993631
2032,4.811634836178548
2033,4.851376812420787
2034,4.891118788663025
2035,4.930860764905264
2036,4.952992524129982
2037,4.9751242833547025
2038,4.997256042579421
2039,5.019387801804141
2040,5.041519561028861
2041,5.091732477119354
2042,5.141945393209847
2043,5.192158309300339
2044,5.242371225390832
2045,5.292584141481324
2046,5.3744478530222235
2047,5.456311564563121
2048,5.5381752761040195
2049,5.620038987644918
2050,5.7019026991858155
