key,demand
industry_final_demand_for_chemical_fertilizers_network_gas_non_energetic_co2,0.00000000000000E+00
industry_chemicals_fertilizers_emitted_co2,0.00000000000000E+00
molecules_other_utilisation_co2,0.00000000000000E+00
