year,preset_demand
2.01000000000000E+03,2.67067179720000E+06
2.01100000000000E+03,2.68280528860000E+06
2.01200000000000E+03,2.69493878000000E+06
2.01300000000000E+03,2.46928581800196E+06
2.01400000000000E+03,2.24363285600392E+06
2.01500000000000E+03,2.01797989400588E+06
2.01600000000000E+03,1.95741141128130E+06
2.01700000000000E+03,1.89684292855672E+06
2.01800000000000E+03,1.83627444583214E+06
2.01900000000000E+03,1.77570596310756E+06
2.02000000000000E+03,1.71513748038297E+06
2.02100000000000E+03,1.64878663271504E+06
2.02200000000000E+03,1.58243578504710E+06
2.02300000000000E+03,1.51608493737916E+06
2.02400000000000E+03,1.44973408971122E+06
2.02500000000000E+03,1.38338324204328E+06
2.02600000000000E+03,1.32816272893181E+06
2.02700000000000E+03,1.27294221582034E+06
2.02800000000000E+03,1.21772170270888E+06
2.02900000000000E+03,1.16250118959741E+06
2.03000000000000E+03,1.10728067648594E+06
2.03100000000000E+03,1.05475270890289E+06
2.03200000000000E+03,1.00222474131985E+06
2.03300000000000E+03,9.49696773736803E+05
2.03400000000000E+03,8.97168806153757E+05
2.03500000000000E+03,8.44640838570711E+05
2.03600000000000E+03,7.95669354641298E+05
2.03700000000000E+03,7.46697870711885E+05
2.03800000000000E+03,6.97726386782472E+05
2.03900000000000E+03,6.48754902853059E+05
2.04000000000000E+03,5.99783418923646E+05
2.04100000000000E+03,5.47942627340007E+05
2.04200000000000E+03,4.96101835756369E+05
2.04300000000000E+03,4.44261044172730E+05
2.04400000000000E+03,3.92420252589092E+05
2.04500000000000E+03,3.40579461005453E+05
2.04600000000000E+03,2.97185767410437E+05
2.04700000000000E+03,2.53792073815421E+05
2.04800000000000E+03,2.10398380220405E+05
2.04900000000000E+03,1.67004686625389E+05
2.05000000000000E+03,1.23610993030372E+05
