key,demand
energy_steel_blastfurnace_current_transformation_cokes,1.05220440000000E+05
energy_steel_blastfurnace_bat_transformation_cokes,0.00000000000000E+00
energy_steel_hisarna_transformation_coal,0.00000000000000E+00
energy_cokesoven_consumption_coal_gas,1.08075708882818E+04
