key,share
industry_final_demand_for_other_minerals_electricity,8.98520057307044E-02
industry_final_demand_for_other_transport_equipment_electricity,0.00000000000000E+00
industry_final_demand_for_other_machinery_electricity,0.00000000000000E+00
industry_final_demand_for_other_mining_electricity,8.45808747893753E-02
industry_final_demand_for_other_food_electricity,1.95703114213867E-01
industry_final_demand_for_other_paper_electricity,1.39949153327766E-01
industry_final_demand_for_other_wood_products_electricity,0.00000000000000E+00
industry_final_demand_for_other_construction_electricity,0.00000000000000E+00
industry_final_demand_for_other_textile_electricity,5.27398343948276E-02
industry_final_demand_for_other_non_specified_electricity,4.37175017543459E-01
