year,preset_demand
2010,9753.036913722837
2011,8878.109486022864
2012,8836.735428106933
2013,9497.106755482762
2014,8470.838278632826
2015,8277.753722338888
2016,8049.6710767103405
2017,7891.5525164816345
2018,7877.442490667714
2019,7777.609481223432
2020,7674.212290970488
2021,7505.773641933111
2022,6821.816152023364
2023,6009.306515754049
2024,5408.465729448053
2025,4883.015130629584
2026,4394.91946433757
2027,3967.0193218802838
2028,3608.706143093234
2029,3263.307910016915
2030,2978.3613995544056
2031,2736.712530631893
2032,2535.8674865236676
2033,2363.7438744759143
2034,2175.1730044557785
2035,2002.2756836291544
2036,1806.2099348827833
2037,1632.0943442513171
2038,1457.9787536198473
2039,1283.8631629883776
2040,1109.7475723569078
2041,935.6319817254381
2042,761.5163910939683
2043,587.4008004625022
2044,413.28520983103243
2045,239.16961919956194
2046,65.05402856809253
2047,0.0
2048,0.0
2049,0.0
2050,0.0
