key,share
industry_final_demand_for_other_minerals_steam_hot_water,1.08485886387361E-03
industry_final_demand_for_other_transport_equipment_steam_hot_water,4.16224741301279E-04
industry_final_demand_for_other_machinery_steam_hot_water,6.35118837178397E-03
industry_final_demand_for_other_mining_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_food_steam_hot_water,2.45006765741528E-01
industry_final_demand_for_other_paper_steam_hot_water,4.38874722203417E-01
industry_final_demand_for_other_wood_products_steam_hot_water,1.67242109908405E-03
industry_final_demand_for_other_construction_steam_hot_water,0.00000000000000E+00
industry_final_demand_for_other_textile_steam_hot_water,4.42970106204172E-03
industry_final_demand_for_other_non_specified_steam_hot_water,3.02164117916971E-01
