key,share
industry_final_demand_for_other_minerals_electricity,6.44823141765715E-02
industry_final_demand_for_other_transport_equipment_electricity,2.73052325233766E-02
industry_final_demand_for_other_machinery_electricity,1.49548480882662E-01
industry_final_demand_for_other_mining_electricity,1.11321534520409E-02
industry_final_demand_for_other_food_electricity,3.31127970910041E-01
industry_final_demand_for_other_paper_electricity,1.31432444800800E-01
industry_final_demand_for_other_wood_products_electricity,1.25498135210441E-02
industry_final_demand_for_other_construction_electricity,2.55197770944283E-02
industry_final_demand_for_other_textile_electricity,1.83785387178263E-02
industry_final_demand_for_other_non_specified_electricity,2.28523273921209E-01
