key,share
industry_final_demand_for_other_minerals_network_gas,1.28354148598367E-01
industry_final_demand_for_other_transport_equipment_network_gas,1.41825896333240E-02
industry_final_demand_for_other_machinery_network_gas,8.43498125417164E-02
industry_final_demand_for_other_mining_network_gas,2.60650910450064E-02
industry_final_demand_for_other_food_network_gas,3.41851961225248E-01
industry_final_demand_for_other_paper_network_gas,9.54028944353995E-02
industry_final_demand_for_other_wood_products_network_gas,6.64123853775418E-03
industry_final_demand_for_other_construction_network_gas,2.71486353364635E-02
industry_final_demand_for_other_textile_network_gas,2.16346107862762E-02
industry_final_demand_for_other_non_specified_network_gas,2.54369017860445E-01
