key,share
industry_final_demand_for_other_minerals_crude_oil,6.21757139006728E-02
industry_final_demand_for_other_transport_equipment_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_machinery_crude_oil,2.19539684656475E-02
industry_final_demand_for_other_mining_crude_oil,1.67783327790823E-02
industry_final_demand_for_other_food_crude_oil,2.41619696000334E-02
industry_final_demand_for_other_paper_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_wood_products_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_construction_crude_oil,8.65341753447753E-01
industry_final_demand_for_other_textile_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_non_specified_crude_oil,9.58826180681057E-03
