key,share
industry_final_demand_for_other_minerals_coal,5.17866605400558E-01
industry_final_demand_for_other_transport_equipment_coal,0.00000000000000E+00
industry_final_demand_for_other_machinery_coal,0.00000000000000E+00
industry_final_demand_for_other_mining_coal,5.92971937404812E-02
industry_final_demand_for_other_food_coal,4.01721627059857E-01
industry_final_demand_for_other_paper_coal,0.00000000000000E+00
industry_final_demand_for_other_wood_products_coal,0.00000000000000E+00
industry_final_demand_for_other_construction_coal,2.11145737991040E-02
industry_final_demand_for_other_textile_coal,0.00000000000000E+00
industry_final_demand_for_other_non_specified_coal,0.00000000000000E+00
