year,max_demand
2010,176.56130566090656
2011,179.21628073984223
2012,181.87125581877788
2013,184.52623089771356
2014,187.18120597664924
2015,189.83618105558486
2016,194.49058181124985
2017,199.14498256691485
2018,203.79938332257984
2019,208.4537840782448
2020,213.10818483390983
2021,212.40893213822307
2022,211.70967944253627
2023,211.01042674684953
2024,210.31117405116277
2025,209.61192135547603
2026,211.1415366272908
2027,212.6711518991056
2028,214.2007671709204
2029,215.73038244273516
2030,217.25999771454997
2031,219.08461021735758
2032,220.90922272016522
2033,222.73383522297286
2034,224.5584477257805
2035,226.38306022858814
2036,227.39916180200794
2037,228.41526337542777
2038,229.43136494884757
2039,230.4474665222674
2040,231.46356809568724
2041,233.76891682677953
2042,236.0742655578718
2043,238.37961428896406
2044,240.68496302005636
2045,242.99031175114862
2046,246.74879499046497
2047,250.50727822978126
2048,254.2657614690976
2049,258.02424470841396
2050,261.7827279477303
