year,preset_demand
2010,9726.794617370351
2011,8854.221338952057
2012,8812.958605365024
2013,9471.553085156967
2014,8448.045967845086
2015,8255.480940205884
2016,8028.0119918731
2017,7870.318878010798
2018,7856.246817753886
2019,7756.682426940168
2020,7653.563445385973
2021,7485.578010766255
2022,6803.460831244081
2023,5993.137397985463
2024,5393.91328165769
2025,4869.876501986504
2026,4383.094144691115
2027,3956.345344369305
2028,3598.9962715020743
2029,3254.5273943660836
2030,2970.3475836339576
2031,2729.348914365932
2032,2529.044279897806
2033,2357.3837973220902
2034,2169.3203110736235
2035,1996.8882015213771
2036,1801.350002863116
2037,1627.7029014796
2038,1454.0558000960802
2039,1280.4086987125604
2040,1106.7615973290408
2041,933.1144959455211
2042,759.4673945620015
2043,585.8202931784854
2044,412.17319179496565
2045,238.52609041144518
2046,64.87898902792584
2047,0.0
2048,0.0
2049,0.0
2050,0.0
