year,max_demand
2010,4.139727343701684
2011,4.201976956605118
2012,4.264226569508553
2013,4.326476182411988
2014,4.388725795315423
2015,4.450975408218858
2016,4.5601043592347565
2017,4.669233310250655
2018,4.778362261266554
2019,4.887491212282452
2020,4.996620163298351
2021,4.9802252035213135
2022,4.963830243744277
2023,4.947435283967241
2024,4.931040324190205
2025,4.914645364413168
2026,4.9505093389254355
2027,4.986373313437703
2028,5.022237287949969
2029,5.058101262462237
2030,5.093965236974504
2031,5.136745835142708
2032,5.179526433310913
2033,5.222307031479117
2034,5.265087629647321
2035,5.307868227815526
2036,5.331692153741531
2037,5.355516079667537
2038,5.3793400055935425
2039,5.403163931519549
2040,5.426987857445555
2041,5.481039990460472
2042,5.535092123475389
2043,5.589144256490305
2044,5.6431963895052215
2045,5.697248522520138
2046,5.7853714313217095
2047,5.873494340123279
2048,5.96161724892485
2049,6.049740157726421
2050,6.1378630665279905
